"customer_number","status_1","customer_attention","customer_name","address_1","address_2","address_3","city","province","postal","country","phone","credit_limit","credit_available"
"258088","9","DEFAULT","CREATIVE HOMESCAPES","2619 COUNTY ROAD 42","","","WINDSOR","ON","N9A 6J3","CAN","519-737-6393","0","0"
"258091","A","DEFAULT","COLIO ESTATE WINES INC","PO BOX 372","","","HARROW","ON","N0R 1G0","CAN","519-738-2241","2000","2000"
"258093","9","DEFAULT","WFS LTD WINDSOR","PO BOX 2100","","","WINDSOR","ON","N8Y 4R7","CAN","519-250-2434","0","0"
"258094","9","DEFAULT","PALLETS AND MORE INC","PO BOX 59","","","BLOOMFIELD","ON","K0K 1G0","CAN","613-393-3905","0","0"
"258095","9","DEFAULT","NORTHEASTERN FERROUS**CLOSED**","430 69 JOHN ST S","","","HAMILTON","ON","L8N 2B9","CAN","905-521-1115","0","0"
"258096","3","DEFAULT","EMPIRE ROOFING CORP","4810 WALKER RD","","","WINDSOR","ON","N9G 0C9","CAN","519-969-7101","5000","3185"
"258325","9","DEFAULT","SHAW CABLESYSTEMS G.P. EDM","10450 - 178 ST NW","","","EDMONTON","AB","T5S 1S2","CAN","780-490-3614","0","0"
"258417","9","DEFAULT","CONDIE COLLISION CENTRE","PO BOX 130 STN A","790 GARDINERS RD","","KINGSTON","ON","K7M 6P9","CAN","613-389-1671","0","0"
"258437","9","DEFAULT","RISLEY MACHI**ACCT CLOSED**","9620 - 109 STREET","","","GRANDE PRAIRIE","AB","T8V 4E4","CAN","780-538-8256","0","0"
"258516","9","DEFAULT","A V CONTRACTING LTD***CLOSED**","431 CHARRON BEACH RD","","","BELLE RIVER","ON","N0R 1A0","CAN","519-974-8091","0","0"
"258518","9","DEFAULT","PETROLES JD INC**ACCT CLOSED**","60 RUE DU PORT","CP 488","","MATANE","QC","G4W 3P5","CAN","418-562-0969","0","0"
"258519","5","DEFAULT","WOLVERINE FREIGHT SYSTEM","2500 AIRPORT RD","","","WINDSOR","ON","N8W 5E7","CAN","519-966-3333","1500","1252"
"258523","9","DEFAULT","ALGRADA SERVICES","759 TURNBERRY ST","PO BOX 94","","BRUSSELS","ON","N0G 1H0","CAN","416-575-7662","0","0"
"258524","9","DEFAULT","ABBEY HOMES LTD","283 28042 HWY 11","","","RED DEER COUNTY","AB","T4S 2L4","CAN","403-343-6480","0","0"
"258525","5","DEFAULT","CON-TEC TIRE & AUTO LTD","PO BOX 464","","","ONOWAY","AB","T0E 1V0","CAN","780-967-3432","1000","694"
"258530","A","DEFAULT","KEN LAPAIN & SONS LTD","2119 COUNTY RD 15","RR 2","","ESSEX","ON","N8M 2X6","CAN","519-776-6473","3000","2706"
"258533","A","DEFAULT","HOULE ELECTRIC LTD EX","5050 NORTH FRASER WAY","","","BURNABY","BC","V5J 0H1","CAN","604-434-2681","1500","1434"
"258536","9","DEFAULT","JOHN ZACK & SONS LTD","714 NORTH REAR RD","RR 3","","ESSEX","ON","N8M 2X7","CAN","519-723-4467","0","0"
"258538","A","DEFAULT","KINGSTON HYUNDAI","401 BATH RD","","","KINGSTON","ON","K7M 7C9","CAN","613-634-4000","2000","982"
"258539","9","DEFAULT","NIEMEYER'S WELD & ***CLOSED***","4713 49 AVE","","","OLDS","AB","T4H 1E1","CAN","403-556-3553","0","0"
"258540","9","DEFAULT","REGINA MUFFLER & BRAKE EX","2705 DEWDNEY AVE","","","REGINA","SK","S4T 0X6","CAN","306-757-9877","0","0"
"258543","9","DEFAULT","VALIANT MACHINE & TOOL","6555 HAWTHORNE DR","","","WINDSOR","ON","N8T 3G6","CAN","519-974-5200","0","0"
"258609","9","DEFAULT","WESTERN***ACCT CLOSED***","4315-92ND AVE","","","EDMONTON","AB","T6B 3M7","CAN","780-465-9771","0","0"
"258616","9","DEFAULT","J & J DOMINION COL***CLOSED***","2100 SOUTH PACIFIC","","","WINDSOR","ON","N8X 2A3","CAN","519-252-7201","0","0"
"258617","A","DEFAULT","ESSEX READYMIX INC","WINDSOR WALL FORMING    1223216 ONTARIO INC","300 ALLEN AVE","","ESSEX","ON","N8M 3G6","CAN","519-776-9999","2500","2500"
"258618","9","DEFAULT","DDS AUTOMATED MACHINERY DESIGN","35 THOMPSON DRIVE","","","CAMBRIDGE","ON","N1T 2E4","CAN","519-624-8095","0","0"
"258625","9","DEFAULT","VERNON STONE & FIREPLACES LTD","104-1340 KALAMALKA LAKE RD","","","VERNON","BC","V1T 6V2","CAN","250-260-3089","0","0"
"258628","A","DEFAULT","RUSSELL A FARROW LTD","2001 HURON CHURCH RD","PO BOX 333","","WINDSOR","ON","N9A 6L6","CAN","519-252-4415","3000","3000"
"258629","9","DEFAULT","ROX LANDSCAPE***ACCT CLOSED***","3621, 8TH AVE N","","","LETHBRIDGE","AB","T1H 5C8","CAN","403-328-3330","0","0"
"258701","5","DEFAULT","MID SOUTH CONTRACTORS","3110 DEVON DRIVE","","","WINDSOR","ON","N8X 4L2","CAN","519-966-6163","1000","1000"
"258708","9","DEFAULT","DYSART ET AL MUNICIPALITY","PO BOX 389","","","HALIBURTON","ON","K0M 1S0","CAN","705-457-1740","0","0"
"258811","9","DEFAULT","BARFOOTS WELD & MACH SHOP","PO BOX 353","","","WIARTON","ON","N0H 2T0","CAN","519-534-1200","0","0"
"258821","5","DEFAULT","BAXTEC MECHANICAL SERVICES","2470 DON REID DRIVE","","","OTTAWA","ON","K1H 1E1","CAN","613-738-7450","1750","1750"
"258863","9","DEFAULT","LEEMAR***ACCT CLOSED***","1390 SPRINGHILL RD","","","PARKSVILLE","BC","V9P 2T2","CAN","250-248-2611","0","0"
"259216","9","DEFAULT","CYPRUS HEALTH REGION","429 - 4TH AVE NE","","","SWIFT CURRENT","SK","S9H 2J9","CAN","306-778-9433","0","0"
"259222","5","DEFAULT","TECUMSEH TOWN OF","917 LESPERANCE RD","","","TECUMSEH","ON","N8N 1W9","CAN","519-735-2184","2500","2325"
"259236","9","DEFAULT","ETIENNE ****CLOSED****","150 BLVD PAQUETTE","","","MONT LAURIER","QC","J9L 1J4","CAN","819-000-0000","0","0"
"259247","A","DEFAULT","ALL TREAT FARMS LTD","7963 WELLINGTON RD 109","RR 4 ATT:PAT HOTCHKISS","","ARTHUR","ON","N0G 1A0","CAN","519-848-3145","2000","1684"
"259249","9","DEFAULT","BRODY'S MECHAN**ACCT CLOSED**","5 THIRD AVE.","","","SIMCOE","ON","N3Y 5H8","CAN","519-428-4102","0","0"
"259250","9","DEFAULT","BRUNKILD MOTORS EX**CLOSED***","BOX 132, 54 RAILWAY AVE","","","BRUNKILD","MB","R0G 0E0","CAN","204-736-3932","0","0"
"259251","9","DEFAULT","BUTCHER***ACCT CLOSED***","2755 LAUZON PARKWAY","","","WINDSOR","ON","N8T 3H5","CAN","519-944-9200","0","0"
"259252","5","DEFAULT","CIVIC ROOFING INC","865 TACHE AVE","","","WINNIPEG","MB","R2H 2C7","CAN","204-294-5558","2000","1989"
"259253","9","DEFAULT","CLEARVIEW TOWNSHIP","217 GIDEON ST","PO BOX 200","","STAYNER","ON","L0M 1S0","CAN","705-428-6230","0","0"
"259254","9","DEFAULT","VERTICAL BUILDING SOL**CLOSED*","PO BOX 366 STN MAIN","","","GRANDE PRAIRIE","AB","T8V 3A5","CAN","780-567-3808","0","0"
"259283","9","DEFAULT","GILBERT M RIOUX & FILS","53 BEAULIEU ST","","","GRAND FALLS","NB","E3Y 1C9","CAN","506-473-1764","0","0"
"259287","9","DEFAULT","RELIANCE GREGG'S HOME SERVICES","503 51ST ST E","","","SASKATOON","SK","S7K 6V4","CAN","306-373-4664","0","0"
"259288","9","DEFAULT","GRIP-RITE CARPET ACCESS LTD","12002-75TH ST","","","EDMONTON","AB","T5B 2B6","CAN","780-479-2323","0","0"
"259290","9","DEFAULT","LACOMBE FORD**ACCT CLOSED**","5610 HWY 2A","","","LACOMBE","AB","T4L 1A3","CAN","403-782-6811","0","0"
"259291","3","DEFAULT","LIFTOW LTD LONDON","403 NEPTUNE DR","","","LONDON","ON","N6M 1A2","CAN","519-659-0823","3000","2765"
"259298","9","DEFAULT","PARKSIDE LANDSCAP***CLOSED***","RR 7","","","BELLEVILLE","ON","K8N 4Z7","CAN","613-967-9658","0","0"
"259301","9","DEFAULT","PEPE MILLWORK LTD","571 COMMERCIAL CRESCENT","","","LONDON","ON","N5V 1Z2","CAN","519-850-0038","0","0"
"259305","5","DEFAULT","QUINTE HEALTH","265 DUNDAS ST E","","","BELLEVILLE","ON","K8N 5A9","CAN","613-969-7400","2000","1826"
"259306","9","DEFAULT","RENE BLAIN TRUCKING","51 MILL ST E","PO BOX 71","","TILBURY","ON","N0P 2L0","CAN","519-682-2694","0","0"
"259309","9","DEFAULT","ST CATHARINES***ACCT CLOSED***","50 CHURCH ST, PO BOX 3012","","","ST CATHARINES","ON","L2R 7C2","CAN","905-688-5600","0","0"
"259310","A","DEFAULT","SUNRISE BACKHOE SVC","405 EAST PUCE RD","","","BELLE RIVER","ON","N0R 1A0","CAN","519-727-3007","1500","1500"
"259333","9","DEFAULT","WAYPOINT TRUCK EQUI**CLOSED***","1397 SCOTT CRES","","","WEST KELOWNA","BC","V1Z 2P7","CAN","250-454-9510","0","0"
"259335","5","DEFAULT","WESTCAN RECYCLERS LTD","8919, 68TH ST SE","","","CALGARY","AB","T2C 2X6","CAN","403-279-6743","1000","556"
"259336","9","DEFAULT","WILKINSON CHUTES CANADA","23 RACINE RD","","","REXDALE","ON","M9W 2Z4","CAN","416-746-5547","0","0"
"259373","9","DEFAULT","FORT HENRY NAT'L HISTORIC SITE","13740 COUNTY RD 2","","","MORRISBURG","ON","K0C 1X0","CAN","613-543-3704","0","0"
"259385","9","DEFAULT","UNIVERSITE DE MONTREAL","DIRECTION DES FINANCES","SECTEUR COMPTES FOURNIEESURS","C.P. 6128 SUCC CENTRE VILLE","MONTREAL","QC","H3C 3J7","CAN","514-343-6111","0","0"
"259563","9","DEFAULT","BUD MERVYN CONSTRUCTION LTD.","RR# 4","","","OWEN SOUND","ON","N4K 5N6","CAN","519-376-0893","0","0"
"259594","9","DEFAULT","CREDITSTONE AUTO PARTS LTD","176 CREDITSTONE RD","UNIT 5","","CONCORD","ON","L4K 4H7","CAN","905-660-4444","0","0"
"259691","5","DEFAULT","HARRISON PARK RM OF","BOX 190","","","ONANOLE","MB","R0J 1N0","CAN","204-849-2107","2000","2000"
"259692","5","DEFAULT","MCRAE'S POWER SWEEPING LTD","PO BOX 78","","","ALDERGROVE","BC","V4W 2T7","CAN","604-856-8344","2000","1737"
"259694","9","DEFAULT","CANADIAN FR***ACCT CLOSED***","BOX 1000","2990 HWY 16 W","","SMITHERS","BC","V0J 2N0","CAN","250-847-3936","0","0"
"259695","9","DEFAULT","JOHN'S REPAIR****CLOSED****","3988 WEISBROD RD","","","PRINCE GEORGE","BC","V2K 2S5","CAN","250-960-8499","0","0"
"259696","5","DEFAULT","SYNERGY PROJECTS LTD","210 14055 WEST BLOCK DRIVE","","","EDMONTON","AB","T5N 1LB","CAN","780-459-3344","1500","253"
"259697","5","DEFAULT","RUSH TRUCK CENTRES OF CANADA","LIMITED","7450 TORBRAM RD","","MISSISSAUGA","ON","L4T 1G9","CAN","905-671-7600","1000","1000"
"259699","9","DEFAULT","CANADA TECH COR**ACCT CLOSED**","8113-49 AVE CLOSE","","","RED DEER","AB","T4P 2V5","CAN","403-314-0377","0","0"
"259702","9","DEFAULT","CARACO PROPERTY MANAGEMENT LTD","234 CONCESSION ST # 101","","","KINGSTON","ON","K7K 6W6","CAN","613-546-6277","0","0"
"259703","5","DEFAULT","HICKMAN MOTORS ST JOHN'S","PO BOX 8340 STN A","","","ST JOHN'S","NL","A1B 3N7","CAN","709-726-6990","7500","6644"
"259704","9","DEFAULT","JAGWAY***ACCT CLOSED***","900 LITTLE BRULE RD","","","WARREN","ON","P0H 2N0","CAN","705-867-0960","0","0"
"259705","5","DEFAULT","VENTURE EXPEDITING LTD EX","29-70 OAK FOREST CR.","","","WINNIPEG","MB","R3K 1M4","CAN","204-334-2499","2500","2500"
"259707","9","DEFAULT","TABS RECYCLING","72 BALDOON RD","","","WALLACEBURG","ON","N8A 4K9","CAN","519-627-5490","0","0"
"259712","9","DEFAULT","SEATAINER***ACCT CLOSED***","7050 MAJOR MACKENZIE DR W","","","KLEINBURG","ON","L0J 1C0","CAN","905-893-9930","0","0"
"259809","9","DEFAULT","BURCON NUTRASCIENCE (MB) CORP","1388 WALLER AVE","","","WINNIPEG","MB","R3T 1P9","CAN","204-475-6207","0","0"
"259810","9","DEFAULT","CSX ENGINE CONT**ACCT CLOSED**","8235 WAGNER RD","","","EDMONTON","AB","T6E 4N6","CAN","780-490-0076","0","0"
"259811","9","DEFAULT","JBS","103-31413 GILL AVE","","","MISSION","BC","V4S 0A1","CAN","604-826-5391","0","0"
"259812","5","DEFAULT","401 TRUCKSOURCE INC","4293 COUNTY RD 46","","","MAIDSTONE","ON","N0R 1K0","CAN","519-737-6956","3000","2995"
"259813","5","DEFAULT","CANADIAN ASPHALT INDUSTRIES","11155 STE CATHERINE EST","","","MONTREAL","QC","H1B 0A4","CAN","905-549-4561","2000","557"
"259814","9","DEFAULT","JOSEPH & COMPANY***CLOSED***","257 VICTORIA ST N","","","KITCHENER","ON","N2H 5C9","CAN","519-743-0205","0","0"
"259815","A","DEFAULT","MASTR VEGGIES FARMS INC","453 SEACLIFF DR W","","","LEAMINGTON","ON","N8H 4C9","CAN","519-326-9328","2000","2451"
"259816","A","DEFAULT","MARCEL'S COLLISION INC","5584 TECUMSEH RD E","","","WINDSOR","ON","N8T 1C7","CAN","519-945-1181","1000","1000"
"259819","9","DEFAULT","L & H DIVERSIFIED TECUMSEH","11600 COUNTY RD 42","","","TECUMSEH","ON","N8N 2M1","CAN","519-979-1121","0","0"
"259822","A","DEFAULT","COLPITTS RANCHES","25165B TOWNSHIP RD 242","","","CALGARY","AB","T3Z 3K2","CAN","403-246-3553","2000","2000"
"259824","5","DEFAULT","ST LAWRENCE POOLS (1995) LTD","525 DAYS RD","","","KINGSTON","ON","K7M 3R8","CAN","613-389-5510","7500","7847"
"259825","A","DEFAULT","SPECIALTY LAMINATE MFG LTD","BAY B 2624 54 AVE SE","","","CALGARY","AB","T2C 1R5","CAN","403-273-3800","7500","7094"
"259826","5","DEFAULT","TAILLEFER PLUMBING & HEATING","#7 1528 STAR TOP RD","","","GLOUCESTER","ON","K1B 3W6","CAN","613-745-0100","3000","3000"
"259827","A","DEFAULT","CARAVANS WEST OWNERS ASSOC","3980 SQUILAX ANGLEMONT RD","","","SCOTCH CREEK","BC","V0E 1M5","CAN","250-955-0033","5000","4866"
"259928","5","DEFAULT","BAILEY TOYOTA LTD","1311 CONFEDERATION ST","","","SARNIA","ON","N7S 4H7","CAN","519-337-8800","1000","963"
"260060","9","DEFAULT","PRINCE METAL PROD LTD","945 PRINCE RD","","","WINDSOR","ON","N9C 2A4","CAN","519-977-5333","0","0"
"260065","9","DEFAULT","J F K SYTEMS INC***ACCT CLOSED","3160 MOYNAHAN DR","","","OLD CASTLE","ON","N0R 1L0","CAN","519-737-1361","0","0"
"260066","9","DEFAULT","PRINCE METAL PRODUCTS","945 PRINCE RD","","","WINDSOR","ON","N9C 2Z4","CAN","519-977-7523","0","0"
"260067","9","DEFAULT","YALE IND TRUCKS - WOODBRIDGE","340 HANLAN RD","","","WOODBRIDGE","ON","L4L 3P6","CAN","905-851-6620","0","0"
"260068","9","DEFAULT","IAT GLOBAL MANUFACTURING LTD","288 PATILLO RD","","","TECUMSEH","ON","N8N 2L9","CAN","519-737-0303","0","0"
"260074","A","DEFAULT","DEVRY GREENHOUSES LTD","49259 CASTLEMAN RD","","","CHILLIWACK","BC","V2P 6H4","CAN","604-794-3874","2000","2000"
"260075","9","DEFAULT","KUEHNE & NAGEL- EDMONTON","12810-170 ST NW","","","EDMONTON","AB","T5V 0A6","CAN","780-447-1370","0","0"
"260080","9","DEFAULT","MANITOBA HOUSING NORTH END","400A LOGAN AVE","","","WINNIPEG","MB","R3A 0R1","CAN","204-945-7873","0","0"
"260081","9","DEFAULT","SARNIA, CITY OF","CITY HALL","PO BOX 3018","","SARNIA","ON","N7T 7N2","CAN","519-332-0330","0","0"
"260117","9","DEFAULT","DOUGLAS LAKE EQUIP KAMLOOPS EX","706 CARRIER RD","","","KAMLOOPS","BC","V2H 1G2","CAN","250-851-2044","0","0"
"260253","9","DEFAULT","MG ELECTRICAL/MECHANICAL EX","1550 ERIN ST","","","WINNIPEG","MB","R3E 2T1","CAN","204-953-2111","0","0"
"260276","9","DEFAULT","BEOGRAD MACHINE TOOL CO LTD","9 RAINHAM CRT","","","BRAMPTON","ON","L6T 4T1","CAN","905-793-2557","0","0"
"260277","9","DEFAULT","CANADIAN TIRE #417**CLOSED**","2560 PRINCESS ST","","","KINGSTON","ON","K7P 2S8","CAN","613-384-0011","0","0"
"260278","5","DEFAULT","CANADIAN STRUCTURAL MECHANICAL","1399 LOUGAR AVE","","","SARNIA","ON","N7S 5N5","CAN","519-383-6525","1000","688"
"260280","9","DEFAULT","DAVID MARTENS & SONS LTD EX","PO BOX 219","","","VANDERHOOF","BC","V0J 3A0","CAN","250-567-2155","0","0"
"260281","5","DEFAULT","LAMBTON COLLEGE","1457 LONDON RD","","","SARNIA","ON","N7S 6K4","CAN","519-542-7751","3000","2526"
"260283","9","DEFAULT","NORFOAM LTD***ACCT CLOSED****","PO BOX 132","NORTHRUM INDUST PARK # 7","","COBOURG","ON","K9A 4K2","CAN","905-377-1426","0","0"
"260286","9","DEFAULT","PREFERRED TOWING","46 INDIAN RD S","","","SARNIA","ON","N7T 8H9","CAN","519-344-7277","0","0"
"260292","9","DEFAULT","NORTHFRINGE RESOURCES  EX","1251 NIPAWIN RD W","PO BOX 1540","","NIPAWIN","SK","S0E 1E0","CAN","306-862-5900","0","0"
"260414","9","DEFAULT","CSC MON AVENIR","110 AVENUE DREWRY","","","TORONTO","ON","M2C 1C8","CAN","416-397-6564","0","0"
"260419","A","DEFAULT","WEJAY MACHINE PRODUCTS","600 O'CONNOR DR","","","KINGSTON","ON","K7P 1N3","CAN","613-384-1662","1500","1130"
"260422","5","DEFAULT","ROCK TECHNICAL SOLUTIONS","177 SAMUEL ST","","","SARNIA","ON","N7T 7L3","CAN","519-541-0406","3500","3500"
"260423","9","DEFAULT","R.O.Y***ACCT CLOSED***","7601-42ND ST","","","LEDUC","AB","T9E 0K5","CAN","780-986-3482","0","0"
"260426","A","DEFAULT","FLAMAN SALES - LETHBRIDGE","16 BROXBURN BLVD","","","LETHBRIDGE","AB","T1J 4P4","CAN","403-317-7200","1000","1000"
"260427","A","DEFAULT","ST CLAIR TOWNSHIP","1155 EMILY ST","","","MOORETOWN","ON","N0N 1M0","CAN","519-867-2024","5000","5000"
"260429","5","DEFAULT","MCKAY INDUSTRIAL LTD","17414 106A AVE","","","EDMONTON","AB","T5S 1E6","CAN","780-975-7510","1500","0"
"260430","5","DEFAULT","ALLNORTH CONSULTANTS LTD","PO BOX 968","","","PRINCE GEORGE","BC","V2L 4V1","CAN","250-614-7291","1000","878"
"260480","5","DEFAULT","CAT RENTAL - LLOYDMINSTER","PO BOX 10960","","","LLOYDMINSTER","AB","T9V 3B3","CAN","780-875-7368","1000","898"
"260482","9","DEFAULT","TURBINE PROS R.E. SERVICES LTD","775 ROPER ST","","","SARNIA","ON","N7S 6G7","CAN","519-384-2526","0","0"
"260483","9","DEFAULT","ACCIONA ENERGY CANADA GLOBAL","SUITE 1925 55 EAST MONROE ST","","","CHICAGO","IL","60603","USA","403-320-8330","0","0"
"260486","9","DEFAULT","PRECISION CONCEPTS GROUP","***DO NOT USE*** PO BOX 351","460 WILLIAMS DR","","SARNIA","ON","N7T 7J2","CAN","519-383-7888","0","0"
"260551","9","DEFAULT","BDAC SERVICES EX","39 SUNDIAL CRES","","","WINNIPEG","MB","R2N 3K2","CAN","204-981-8887","0","0"
"260631","9","DEFAULT","BEARSPAW COUNTRY CLUB LTD","61 HAMILTON DR","","","CALGARY","AB","T3R 1A2","CAN","403-239-8474","0","0"
"260680","9","DEFAULT","HESS OIL***ACCT CLOSED***","8811 103 ST","","","FORT ST JOHN","BC","V1J 5R3","CAN","250-785-0078","0","0"
"260684","9","DEFAULT","FIO AUTOMOTIVE CANADA","PO BOX 1105","220 DUNN RD","","STRATFORD","ON","N5A 8B2","CAN","519-275-6070","0","0"
"260686","9","DEFAULT","GTI GASCO TECHNOLOGY INC","135 MILLWICK RD","","","WESTON","ON","M9L 1Y7","CAN","416-741-3994","0","0"
"260689","5","DEFAULT","LAMBTON AREA INDUSTRIES","PO BOX 659","","","PETROLIA","ON","N0N 1R0","CAN","519-882-1844","1500","1432"
"260690","9","DEFAULT","PREMIER IMPRESSIONS INC","194 WOOLVERTON RD","","","GRIMSBY","ON","L3M 4E7","CAN","905-945-1878","0","0"
"260691","9","DEFAULT","S5 FARMS LTD","PO BOX 284","","","LOMOND","AB","T0L 1G0","CAN","403-792-2353","0","0"
"260692","9","DEFAULT","TRIPLE-S-TUBING SUPPLY*CLOSED*","880 UPPER CANADA DR","","","SARNIA","ON","N7W 1A4","CAN","519-383-7766","0","0"
"260694","5","DEFAULT","KINGDOM CONSTRUCTION LTD","3172 ALPS RD","","","AYR","ON","N0B 1E0","CAN","519-632-5155","1000","578"
"260696","A","DEFAULT","ATLAS DRILLING LTD","605-130 BREW STREET","","","PORT MOODY","BC","V3H 0E3","CAN","250-828-2627","10000","6144"
"260697","5","DEFAULT","MCKERLIE KITCHEN & BATH DESIGN","CENTRE","110 KENDALL ST","","POINT EDWARD","ON","N7V 4G5","CAN","519-542-9199","3500","3500"
"260698","A","DEFAULT","SARNIA YACHT CLUB","1220 FORT ST","","","SARNIA","ON","N7V 1M2","CAN","519-332-6779","2000","2000"
"260699","A","DEFAULT","R J P HOLDINGS LTD","4300/4370 JUNE SPRINGS RD","","","KELOWNA","BC","V1W 4C8","CAN","250-764-8918","2000","1811"
"260700","9","DEFAULT","ALL-RITE MECHANICAL LTD","5G SOUTH PLAINS RD","","","EMERALD PARK","SK","S4L 1C6","CAN","306-487-2290","0","0"
"260701","9","DEFAULT","SUPERNATURAL 5 FILMS*CLOSED**","SUPERNATURAL SEASON 8","8085 GLENWOOD DR","","BURNABY","BC","V3N 5C8","CAN","604-529-1466","0","0"
"260746","9","DEFAULT","BRUNSWICK STE**ACCT CLOSED**","BOX 17 GRP 529","RR 5 STN TRANSCONA","","WINNIPEG","MB","R2C 2Z2","CAN","204-224-1472","0","0"
"260752","9","DEFAULT","EDMONTON EXCHANGER & REFINERY","5545-89 ST","","","EDMONTON","AB","T6E 5W9","CAN","780-468-6722","0","0"
"260755","5","DEFAULT","MUNICIPALITY OF LAKESHORE","419 NOTRE DAME","","","BELLE RIVER","ON","N8L 0P8","CAN","519-728-2700","2000","1927"
"260801","9","DEFAULT","NPR LIMITED PARTNERSHIP","PO BOX 13426 STN A","","","ST JOHNS","NL","A1B 4B7","CAN","709-757-2787","0","0"
"260816","9","DEFAULT","LEA-DER COATINGS***CLOSED***","PO BOX 4086 STN MAIN","","","SPRUCE GROVE","AB","T7X 3B3","CAN","780-962-5060","0","0"
"260819","9","DEFAULT","ESSEX TOWN OF (WATER DEPT)","33 TALBOT ST SOUTH","","","ESSEX","ON","N8M 1A8","CAN","519-776-7336","0","0"
"260891","9","DEFAULT","BEAUTIFUL PLAINS SCHOOL DIV 31","PO BOX 700","","","NEEPAWA","MB","R0J 1H0","CAN","204-476-2387","0","0"
"260921","5","DEFAULT","BEAVER SEWER & WATER SERV LTD","1617 ST ANNE'S RD","","","WINNIPEG","MB","R2N 4G1","CAN","204-257-0686","2500","2474"
"260951","9","DEFAULT","BEAVER REGIONAL WASTE MANAGE-","MENT AUTHORITY","PO BOX 322","","RYLEY","AB","T0B 4A0","CAN","780-663-2038","0","0"
"260981","9","DEFAULT","BEAVER MFG**ACCT CLOSED**","9795 WITTNER ROAD","RR 2 S 11 C 28","","KAMLOOPS","BC","V2C 6Y7","CAN","250-573-0030","0","0"
"260986","9","DEFAULT","AUSABLE BAYFIELD CONSERVATION","RR 3","71108 MORRISON LINE","","EXETER","ON","N0M 1S5","CAN","519-235-2610","0","0"
"260999","9","DEFAULT","FLAIR FLEXIBLE PACKAGING","4100 - 72 AVENUE SE","","","CALGARY","AB","T2C 2C1","CAN","403-207-3226","0","0"
"261063","5","DEFAULT","DENIS FRANCOEUR BACKHOEING LTD","6614 ANDREWS LANE","","","PORT ALBERNI","BC","V9Y 8T5","CAN","250-724-1789","4000","3830"
"261070","9","DEFAULT","ACTIVE VISION**ACCT CLOSED**","2485 LANCASTER RD UNIT 16","","","OTTAWA","ON","K1B 5L1","CAN","613-260-2424","0","0"
"261071","5","DEFAULT","ALLIANCE VERDI HOLDINGS","91 PARR BLVD","","","BOLTON","ON","L7E 4E3","CAN","416-749-5030","1000","588"
"261073","9","DEFAULT","BRC GROUP CALGARY","6061 - 90 AVENUE S.E.","","","CALGARY","AB","T2C 4Z6","CAN","403-243-7400","0","0"
"261074","5","DEFAULT","FEDERAL BRIDGE CORPORATION","1555 VENETIAN BLVD","","","POINT EDWARD","ON","N7T 0A9","CAN","519-336-2720","10000","10000"
"261078","A","DEFAULT","CURRAN CONTRACTORS LTD","283 CONFEDERATION ST","","","SARNIA","ON","N7T 2A3","CAN","519-332-3610","2500","2163"
"261079","A","DEFAULT","DENALI OILFIELD SERV LTD","PO BOX 225","","","RED DEER","AB","T4N 5E8","CAN","403-341-3642","2500","2427"
"261082","3","DEFAULT","EASTERN CANADA RESPONSE NL","3 OLD PLACENTIA ROAD","","","MOUNT PEARL","NL","A1N 4P4","CAN","709-364-6600","1500","1425"
"261083","9","DEFAULT","GLIS, RV CANADA**CLOSED***","113 ROBINSON STREET","","","SARNIA","ON","N7T 8E9","CAN","905-677-6161","0","0"
"261084","A","DEFAULT","GHOST TRANSPORTATION SERV","715E 46TH STREET WEST","","","SASKATOON","SK","S7L 6A1","CAN","306-249-3515","2000","2000"
"261085","9","DEFAULT","BROOKFIELD RESIDENTIAL (AB) LP","4906 RICHARD RD SW","","","CALGARY","AB","T3E 6L1","CAN","403-231-8900","0","0"
"261086","9","DEFAULT","KINGSTON HEALTH SCIENCES CENTR","C/O KGH SITE","166 BROCK STREET","","KINGSTON","ON","K7L 5G2","CAN","613-544-3400","0","0"
"261087","9","DEFAULT","LOCKHART ELECTRIC SARNIA","750 ONTARIO ST","","","SARNIA","ON","N7T 1M6","CAN","519-336-3250","0","0"
"261091","9","DEFAULT","REPULSE BAY EDUCATION*CLOSED*","PO BOX 130","TUSAERVIK SCHOOL","","REPULSE BAY","NU","X0C 0H0","CAN","867-462-9920","0","0"
"261093","9","DEFAULT","MERIT PAPER & BAG CO LTD","1133 BOUNDARY RD","","","OSHAWA","ON","L1J 6Z7","CAN","905-686-0112","0","0"
"261098","9","DEFAULT","EUROPRO (LAMBTON MALL) LP","1380 LONDON RD","","","SARNIA","ON","N7S 1P8","CAN","519-542-7784","0","0"
"261103","9","DEFAULT","J HARRISON EXCAVATING","21 STEVE FONYO DR","","","KINGSTON","ON","K7M 8P1","CAN","613-384-3432","0","0"
"261104","9","DEFAULT","MAJESTIC OILFIELD SERVICES INC","9201 - 148 AVENUE","","","GRANDE PRAIRIE","AB","T8V 7W1","CAN","780-513-2655","0","0"
"261105","A","DEFAULT","PROALTA SERVICES INC","970 INDIAN RD","","","MISSISSAUGA","ON","L5H 1R5","CAN","905-278-6998","2000","1597"
"261107","3","DEFAULT","PROFESSIONAL MOBILE WASH","2610 GLENFIELD DR","","","OTTAWA","ON","K1G 5N3","CAN","613-749-5500","1000","986"
