customer_number,status_1,customer_attention,customer_name,address_1,address_2,address_3,city,province,postal,country,phone,Company Email Address,Admin First Name,Admin Last Name,Admin Email Address,credit_limit,credit_available
321330,6,DEFAULT,RJ MILLWORK CO LTD EX,1320 LOUDOUN RD,,,WINNIPEG,MB,R3S 1A4,CAN,204-895-2323,AR321330@pal.ca,.,RJ MILLWORK CO LTD EX,Admin321330@pal.ca,0,0
321331,6,DEFAULT,LYWOOD LOGGING EX,644 HWY 6,,,CHERRYVILLE,BC,V0E 2G3,CAN,250-547-9276,AR321331@pal.ca,.,LYWOOD LOGGING EX,Admin321331@pal.ca,0,0
321332,6,DEFAULT,ROTO SPA INC,1565 8TH LINE,,,LAKEFIELD,ON,K0L 2H0,CAN,705-652-1849,AR321332@pal.ca,.,ROTO SPA INC,Admin321332@pal.ca,0,0
321333,6,DEFAULT,VALORITEC***ACCT CLOSED***,270 BOUL DES ALLUMETTIERES,,,GATINEAU,QC,J8X 1N3,CAN,819-770-6444,AR321333@pal.ca,.,VALORITEC***ACCT CLOSED***,Admin321333@pal.ca,0,0
321334,6,DEFAULT,VICTORY PAINTING,100 3605 29 ST NE,,,CALGARY,AB,T1Y 5W4,CAN,403-375-0800,AR321334@pal.ca,.,VICTORY PAINTING,Admin321334@pal.ca,0,0
321583,6,DEFAULT,ASL ENVIRO SCIENCE**CLOSED**,1-6703 RAJPUR PL,,,SAANICHTON,BC,V8M 1Z5,CAN,250-656-0177,AR321583@pal.ca,.,ASL ENVIRO SCIENCE**CLOSED**,Admin321583@pal.ca,0,0
321645,6,DEFAULT,HARGEST CONCRETE LTD,PO BOX 25059,,,KITCHENER,ON,N2A 4A5,CAN,519-624-4474,AR321645@pal.ca,.,HARGEST CONCRETE LTD,Admin321645@pal.ca,0,0
321646,6,DEFAULT,INDEPENDENT TAN**ACCT CLOSED**,1190 SOUTH SERVICE RD,,,OAKVILLE,ON,L6L 5T7,CAN,905-827-6004,AR321646@pal.ca,.,INDEPENDENT TAN**ACCT CLOSED**,Admin321646@pal.ca,0,0
321649,A,DEFAULT,MCGEE HUTTERIAN BRETHERN INC,BOX 280,,,ROSETOWN,SK,S0L 2V0,CAN,306-882-2119,AR321649@pal.ca,.,MCGEE HUTTERIAN BRETHERN INC,Admin321649@pal.ca,3500,3500
321650,5,DEFAULT,SAFELINE UTILITY SERVICES INC,6220 LONDON RD,PO BOX 926,,SMITHVILLE,ON,L0R 2A0,CAN,905-957-9999,AR321650@pal.ca,.,SAFELINE UTILITY SERVICES INC,Admin321650@pal.ca,4000,4000
321651,6,DEFAULT,SELKIRK METALS CORP,200 580 HORNBY ST,,,VANCOUVER,BC,V6C 3B6,CAN,604-669-8959,AR321651@pal.ca,.,SELKIRK METALS CORP,Admin321651@pal.ca,0,0
321688,6,DEFAULT,RYDER INTEGRATED LOGISTICS,9960 RIVER WAY,,,DELTA,BC,V4G 1M9,CAN,604-588-1145,AR321688@pal.ca,.,RYDER INTEGRATED LOGISTICS,Admin321688@pal.ca,0,0
321692,6,DEFAULT,ABS MANITOBA LT**ACCT CLOSED**,1845 ST MATTHEWS AVE,,,WINNIPEG,MB,R3H 0A8,CAN,204-694-2879,AR321692@pal.ca,.,ABS MANITOBA LT**ACCT CLOSED**,Admin321692@pal.ca,0,0
321755,5,DEFAULT,KINGFISHER BOATS INC,8160 HIGHLAND RD,,,VERNON,BC,V1B 3W6,CAN,250-545-9171,AR321755@pal.ca,.,KINGFISHER BOATS INC,Admin321755@pal.ca,2500,2500
321885,6,DEFAULT,KIRKLAND LAKE POWER CORP,PO BOX 1118,,,KIRKLAND LAKE,ON,P2N 3M7,CAN,705-567-9501,AR321885@pal.ca,.,KIRKLAND LAKE POWER CORP,Admin321885@pal.ca,0,0
321888,6,DEFAULT,VITERRA**ACCT CLOSED**,2 ERICKSON CRES BAY 1,,,SYLVAN LAKE,AB,T4S 1P5,CAN,403-887-0962,AR321888@pal.ca,.,VITERRA**ACCT CLOSED**,Admin321888@pal.ca,0,0
321894,5,DEFAULT,CALGARY LANDSCAPE MNTNCE,9715 48 ST SE,,,CALGARY,AB,T2C 2R1,CAN,403-236-8556,AR321894@pal.ca,.,CALGARY LANDSCAPE MNTNCE,Admin321894@pal.ca,2000,2000
321895,6,DEFAULT,CLUB DE GOLF LE CARDINAL,1000 AVE DES BOIS,,,LAVAL,QC,H7R 1H6,CAN,450-627-3077,AR321895@pal.ca,.,CLUB DE GOLF LE CARDINAL,Admin321895@pal.ca,0,0
321896,6,DEFAULT,DEPT TRANS & WO**ACCT CLOSED**,35 ALABAMA DR,,,STEPHENVILLE,NL,A2N 3K9,CAN,709-643-5311,AR321896@pal.ca,.,DEPT TRANS & WO**ACCT CLOSED**,Admin321896@pal.ca,0,0
321897,A,DEFAULT,FIRST CALL RESTORATIONS LTD,91 POPLAR ST,PETROLIA BUSINESS PARK,,RED DEER COUNTY,AB,T4E 1B4,CAN,403-309-5522,AR321897@pal.ca,.,FIRST CALL RESTORATIONS LTD,Admin321897@pal.ca,2000,2000
321898,6,DEFAULT,HC PIPER MFG INC,10630 ENTERPRISE WAY SE,,,CALGARY,AB,T3S 0A1,CAN,403-212-5750,AR321898@pal.ca,.,HC PIPER MFG INC,Admin321898@pal.ca,0,0
321899,6,DEFAULT,LH FLEXFLOW LTD,BAY F 8616 44 ST SE,,,CALGARY,AB,T2C 2P6,CAN,403-265-4415,AR321899@pal.ca,.,LH FLEXFLOW LTD,Admin321899@pal.ca,0,0
321901,5,DEFAULT,NEW HOPE TRANSPORT LTD,170 AGRI PARK RD,,,OAK BLUFF,MB,R4G 0A5,CAN,204-897-1083,AR321901@pal.ca,.,NEW HOPE TRANSPORT LTD,Admin321901@pal.ca,1500,1500
321902,6,DEFAULT,PHIL JUTRAS & SON**CLOSED**,2042 KINGSWAY,,,SUDBURY,ON,P3B 4J8,CAN,705-525-5560,AR321902@pal.ca,.,PHIL JUTRAS & SON**CLOSED**,Admin321902@pal.ca,0,0
321903,6,DEFAULT,XZACT STEEL SERVICES**CLOSED**,9515 58 AVE NW,,,EDMONTON,AB,T6E 0B8,CAN,780-732-0660,AR321903@pal.ca,.,XZACT STEEL SERVICES**CLOSED**,Admin321903@pal.ca,0,0
322298,5,DEFAULT,COAST SPAS LIFESTYLES INC,20363 LANGLEY BYPASS,,,LANGLEY,BC,V3A 5E8,CAN,604-534-7727,AR322298@pal.ca,.,COAST SPAS LIFESTYLES INC,Admin322298@pal.ca,1000,1000
322299,6,DEFAULT,COMTECH COMMUNICATION TECH,1120 EAST AVE,,,WEYBURN,SK,S4H 3E4,CAN,306-842-3066,AR322299@pal.ca,.,COMTECH COMMUNICATION TECH,Admin322299@pal.ca,0,0
322300,6,DEFAULT,DTC INDUSTRIAL SALES LTD,40 IRONSIDE CRES,UNITS 8 & 9,,SCARBOROUGH,ON,M1X 1G4,CAN,416-321-0990,AR322300@pal.ca,.,DTC INDUSTRIAL SALES LTD,Admin322300@pal.ca,0,0
322301,6,DEFAULT,EC & M ELECTRIC(1934)**CLOSED*,1165 J 44 AVE SE,,,CALGARY,AB,T2G 4X4,CAN,403-720-2800,AR322301@pal.ca,.,EC & M ELECTRIC(1934)**CLOSED*,Admin322301@pal.ca,0,0
322302,A,DEFAULT,ELITE VALVE CANADA,2305 WYECROFT ROAD,,,OAKVILLE,ON,L6L 6R2,CAN,519-756-3100,AR322302@pal.ca,.,ELITE VALVE CANADA,Admin322302@pal.ca,1500,1500
322303,A,DEFAULT,HILLSIDE EQUIPMENT REPAIR LTD,133 51112 RGE RD 222,,,SHERWOOD PARK,AB,T8C 1G9,CAN,780-955-3330,AR322303@pal.ca,.,HILLSIDE EQUIPMENT REPAIR LTD,Admin322303@pal.ca,1000,1000
322304,6,DEFAULT,INTERLAKE CATTLEMAN'S CO-OP,BOX 599,,,ASHERN,MB,R0C 0E0,CAN,204-768-2360,AR322304@pal.ca,.,INTERLAKE CATTLEMAN'S CO-OP,Admin322304@pal.ca,0,0
322305,5,DEFAULT,IRON MOUNTAIN EQUIP RENTALS,1624 LANGAN AVE,,,PORT COQUITLAM,BC,V3C 1K5,CAN,604-464-7999,AR322305@pal.ca,.,IRON MOUNTAIN EQUIP RENTALS,Admin322305@pal.ca,2000,2000
322306,6,DEFAULT,JM'S MOBILE WELDING INC EX,PO BOX 1184,,,PORT HARDY,BC,V0N 2P0,CAN,250-949-9208,AR322306@pal.ca,.,JM'S MOBILE WELDING INC EX,Admin322306@pal.ca,0,0
322310,6,DEFAULT,UNDERGROUND PIPE INSPECTORS,3 4420 75 AVE SE,,,CALGARY,AB,T2C 2H8,CAN,403-984-9077,AR322310@pal.ca,.,UNDERGROUND PIPE INSPECTORS,Admin322310@pal.ca,0,0
322313,6,DEFAULT,FORT ST JOHN CITY OF,10631 100 ST,,,FORT ST JOHN,BC,V1J 3Z5,CAN,250-787-8181,AR322313@pal.ca,.,FORT ST JOHN CITY OF,Admin322313@pal.ca,0,0
322348,9,DEFAULT,WINNIPEG RV SERVICE AND REPAIR,BOX 11 GRP 525 RR5,,,WINNIPEG,MB,R2C 2Z2,CAN,204-344-4450,AR322348@pal.ca,.,WINNIPEG RV SERVICE AND REPAIR,Admin322348@pal.ca,0,0
322410,A,DEFAULT,RUDY NO 284 RM,BOX 1010,,,OUTLOOK,SK,S0L 2N0,CAN,306-867-9349,AR322410@pal.ca,.,RUDY NO 284 RM,Admin322410@pal.ca,1000,1000
322411,6,DEFAULT,WCB ALBERTA**ACCT CLOSED**,PO BOX 2415,,,EDMONTON,AB,T5J 2S5,CAN,780-498-4301,AR322411@pal.ca,.,WCB ALBERTA**ACCT CLOSED**,Admin322411@pal.ca,0,0
322440,6,DEFAULT,SNC-LAVALIN CONSTRUCTORS,(PACIFIC) INC,1500 SUMMIT RD,,WINNIPEG,MB,R2Y 2M1,CAN,204-896-1114,AR322440@pal.ca,.,SNC-LAVALIN CONSTRUCTORS,Admin322440@pal.ca,0,0
322690,6,DEFAULT,AVL MANUFACTURING INC,243 QUEEN ST N,,,HAMILTON,ON,L8R 3N6,CAN,905-545-7660,AR322690@pal.ca,.,AVL MANUFACTURING INC,Admin322690@pal.ca,0,0
322733,6,DEFAULT,CENTRE DE FORMATION PROFESSION,13 271 BOUL DU PERE-LAMARCHE,DE MATANE,,MATANE,QC,G4W 0C3,CAN,418-562-5422,AR322733@pal.ca,.,CENTRE DE FORMATION PROFESSION,Admin322733@pal.ca,0,0
322736,6,DEFAULT,BLACKSMITH AUTO**ACCT CLOSED**,PO BOX 170,,,HILLCREST MINES,AB,T0K 1C0,CAN,403-563-3999,AR322736@pal.ca,.,BLACKSMITH AUTO**ACCT CLOSED**,Admin322736@pal.ca,0,0
322737,5,DEFAULT,DAC INDUSTRIAL ENGINES INC,10 PAYZANT AVE,,,DARTMOUTH,NS,B3B 1Z6,CAN,902-468-3765,AR322737@pal.ca,.,DAC INDUSTRIAL ENGINES INC,Admin322737@pal.ca,1000,1000
322738,5,DEFAULT,E & R JEWELL CONTRACTING LTD,BOX 209,6 CHESSER ST,,FALCONBRIDGE,ON,P0M 1S0,CAN,705-693-3761,AR322738@pal.ca,.,E & R JEWELL CONTRACTING LTD,Admin322738@pal.ca,5000,5000
322739,6,DEFAULT,HURON MOTOR PRODUCTS LTD,640 MAIN ST,,,EXETER,ON,N0M 1S1,CAN,519-235-0363,AR322739@pal.ca,.,HURON MOTOR PRODUCTS LTD,Admin322739@pal.ca,0,0
322740,6,DEFAULT,MCC INDUSTRIAL SERVICES LTD,1 125 VONDRAU DR,,,CAMBRIDGE,ON,N3E 1A8,CAN,519-650-9886,AR322740@pal.ca,.,MCC INDUSTRIAL SERVICES LTD,Admin322740@pal.ca,0,0
322743,3,DEFAULT,WESTCOR CONSTRUCTION LTD,2420 39 AVE NE,,,CALGARY,AB,T2E 6X1,CAN,403-663-8677,AR322743@pal.ca,.,WESTCOR CONSTRUCTION LTD,Admin322743@pal.ca,2000,2000
322751,9,DEFAULT,CORCAN MISSION INST,8751 STAVE LAKE RD,,,MISSION,BC,V2V 4L8,CAN,604-820-5884,AR322751@pal.ca,.,CORCAN MISSION INST,Admin322751@pal.ca,0,0
323001,A,DEFAULT,CADORATH PLATING CO LTD,2070 LOGAN AVE DOOR # 5,2070 LOGAN AVE,,WINNIPEG,MB,R2R 0H9,CAN,204-633-9420,AR323001@pal.ca,.,CADORATH PLATING CO LTD,Admin323001@pal.ca,2500,2500
323021,6,DEFAULT,ONTREA INC POLO PARK,POLO PARK SHOPPING CENTRE,66Q - 1485 PORTAGE AVE,,WINNIPEG,MB,R3G 0W4,CAN,204-784-2501,AR323021@pal.ca,.,ONTREA INC POLO PARK,Admin323021@pal.ca,0,0
323041,A,DEFAULT,MIDTOWN PLAZA INC,1200A THE TOWER AT MIDTOWN,201 - 1ST AVE S,,SASKATOON,SK,S7K 1J5,CAN,306-653-8844,AR323041@pal.ca,.,MIDTOWN PLAZA INC,Admin323041@pal.ca,1500,1500
323051,6,DEFAULT,MORGUARD INV**ACCT CLOSED**,3510 EIGHTH ST E,ADMIN OFFICE CIRCLE & EIGHTH,,SASKATOON,SK,S7H 0W6,CAN,306-955-6611,AR323051@pal.ca,.,MORGUARD INV**ACCT CLOSED**,Admin323051@pal.ca,0,0
323261,A,DEFAULT,THE WINSTON GOLF CLUB LTD,2502 6 ST NE,,,CALGARY,AB,T2E 3Z2,CAN,403-276-7981,AR323261@pal.ca,.,THE WINSTON GOLF CLUB LTD,Admin323261@pal.ca,500,500
323271,6,DEFAULT,CAREWEST **ACCT CLOSED**,1070 MCDOUGALL RD NE,,,CALGARY,AB,T2E 7Z2,CAN,403-267-2925,AR323271@pal.ca,.,CAREWEST **ACCT CLOSED**,Admin323271@pal.ca,0,0
323331,6,DEFAULT,CAM AIR REFRIG & HEATING,313 13TH ST N,,,LETHBRIDGE,AB,T1H 2R9,CAN,403-320-6690,AR323331@pal.ca,.,CAM AIR REFRIG & HEATING,Admin323331@pal.ca,0,0
323361,6,DEFAULT,CALGARY GOLF & C C,ST 'A',PO BOX 5788 STN A,,CALGARY,AB,T2H 1Y3,CAN,403-243-3530,AR323361@pal.ca,.,CALGARY GOLF & C C,Admin323361@pal.ca,0,0
323371,A,DEFAULT,CANADIAN AERO ACCESSORIES LTD,170 GEORGE CRAIG BLVD NE,,,CALGARY,AB,T2E 7H2,CAN,403-250-9077,AR323371@pal.ca,.,CANADIAN AERO ACCESSORIES LTD,Admin323371@pal.ca,1000,1000
323381,3,DEFAULT,CALGARY CITY OF,FINANCE DEPT ACCTS PAYABLE,"PO BOX 2100 STN ""M""",,CALGARY,AB,T2P 2M5,CAN,403-268-2748,AR323381@pal.ca,.,CALGARY CITY OF,Admin323381@pal.ca,15000,15000
323401,A,DEFAULT,CALGARY EXHIBITION & STAMPEDE,PO BOX 1060 STN M,,,CALGARY,AB,T2P 2K8,CAN,403-261-0123,AR323401@pal.ca,.,CALGARY EXHIBITION & STAMPEDE,Admin323401@pal.ca,5000,5000
323421,6,DEFAULT,CANWEST***ACCT CLOSED***,1700 440 2ND AVE SW,,,CALGARY,AB,T2P 5E9,CAN,403-206-4100,AR323421@pal.ca,.,CANWEST***ACCT CLOSED***,Admin323421@pal.ca,0,0
323551,6,DEFAULT,CALGARY CATHOLIC SD**CLOSED**,1000 - 5TH AVE SW,,,CALGARY,AB,T2P 4T9,CAN,403-500-2800,AR323551@pal.ca,.,CALGARY CATHOLIC SD**CLOSED**,Admin323551@pal.ca,0,0
323601,6,DEFAULT,CALGARY PARKING AUTHORITY,620-9TH AVE SW,,,CALGARY,AB,T2P 1L5,CAN,403-974-0678,AR323601@pal.ca,.,CALGARY PARKING AUTHORITY,Admin323601@pal.ca,0,0
323609,5,DEFAULT,CP MASONRY LTD,PO BOX 8274 STN A,,,ST JOHN'S,NL,A1B 3N4,CAN,709-368-3171,AR323609@pal.ca,.,CP MASONRY LTD,Admin323609@pal.ca,2500,2500
323611,6,DEFAULT,CALGARY NSF CHEQUE,NON CHARGE CUSTOMERS,,,CALGARY,AB,T2E 6T4,CAN,000-000-0000,AR323611@pal.ca,.,CALGARY NSF CHEQUE,Admin323611@pal.ca,0,0
323612,A,DEFAULT,DALE'S GARDENING & LANDSCAPING,10386 HIGHWAY 48,,,MARKHAM,ON,L3P 3J3,CAN,905-640-3253,AR323612@pal.ca,.,DALE'S GARDENING & LANDSCAPING,Admin323612@pal.ca,2500,2500
323614,6,DEFAULT,LOCATION FLORABEC INC**CLOSED*,1075 RT 133,CP 298,,PHILIPSBURG,QC,J0J 1N0,CAN,450-248-2648,AR323614@pal.ca,.,LOCATION FLORABEC INC**CLOSED*,Admin323614@pal.ca,0,0
323616,6,DEFAULT,NEW AGE AUTOMATION GRP EX,27 TERRACON PLACE,,,WINNIPEG,MB,R2J 4B3,CAN,204-663-9243,AR323616@pal.ca,.,NEW AGE AUTOMATION GRP EX,Admin323616@pal.ca,0,0
323617,6,DEFAULT,RSI***ACCT CLOSED***,11221 - 224 STREET,,,EDMONTON,AB,T5S 0G2,CAN,780-641-2141,AR323617@pal.ca,.,RSI***ACCT CLOSED***,Admin323617@pal.ca,0,0
323618,6,DEFAULT,SEVENTH STREET SERVICE,1028 KNOTTWOOD RD E,,,EDMONTON,AB,T6K 3R4,CAN,780-463-0054,AR323618@pal.ca,.,SEVENTH STREET SERVICE,Admin323618@pal.ca,0,0
323619,A,DEFAULT,SOUTHWOOD TRUCKING LTD.,PO BOX 922 STN MAIN,,,GRANDE PRAIRIE,AB,T8V 3Y1,CAN,780-539-7987,AR323619@pal.ca,.,SOUTHWOOD TRUCKING LTD.,Admin323619@pal.ca,1000,1000
323620,6,DEFAULT,KAS 3058 THE COVE**ACCT CLOSED,107 565 BERNARD AVE,,,KELOWNA,BC,V1Y 8R4,CAN,250-763-2300,AR323620@pal.ca,.,KAS 3058 THE COVE**ACCT CLOSED,Admin323620@pal.ca,0,0
323631,6,DEFAULT,CALGARY UNIVERSITY OF,CONTROLLER'S OFF  ACCTS PAY,2500 UNIVERSITY DRIVE N W,,CALGARY,AB,T2N 1N4,CAN,403-220-5707,AR323631@pal.ca,.,CALGARY UNIVERSITY OF,Admin323631@pal.ca,0,0
323671,6,DEFAULT,COUNTRY HILLS GOLF CLUB,1334 COUNTRY HILLS BLVD NW,,,CALGARY,AB,T3K 5A9,CAN,403-226-7761,AR323671@pal.ca,.,COUNTRY HILLS GOLF CLUB,Admin323671@pal.ca,0,0
323681,A,DEFAULT,CALGARY ZOOLOGICAL SOCIETY,1300 ZOO RD NE,,,CALGARY,AB,T2E 7V6,CAN,403-232-9300,AR323681@pal.ca,.,CALGARY ZOOLOGICAL SOCIETY,Admin323681@pal.ca,1500,1500
323691,A,DEFAULT,CALGARY WINTER CLUB,4611-14TH STREET N.W.,,,CALGARY,AB,T2K 1J7,CAN,403-289-5511,AR323691@pal.ca,.,CALGARY WINTER CLUB,Admin323691@pal.ca,1500,1500
323712,6,DEFAULT,MR G STORES**ACCT CLOSED**,1959 NICHOLSON ST,,,PRINCE GEORGE,BC,V2N 2Z9,CAN,250-562-6655,AR323712@pal.ca,.,MR G STORES**ACCT CLOSED**,Admin323712@pal.ca,0,0
323781,5,DEFAULT,CALM AIR,C/O EIC SHARED SERVICES,"958 FERRY RD, DOOR #6",,WINNIPEG,MB,R3H 0Y8,CAN,204-778-6471,AR323781@pal.ca,.,CALM AIR,Admin323781@pal.ca,3000,3000
323823,6,DEFAULT,MANITOBA PUBLIC INSURANCE,SALVAGE DEPT,1981 PLESSIS RD BLDG B,,WINNIPEG,MB,R2C 5C7,CAN,204-985-8993,AR323823@pal.ca,.,MANITOBA PUBLIC INSURANCE,Admin323823@pal.ca,0,0
323891,A,DEFAULT,THERMON CANADA INC,1 HUNTER VALLEY RD,,,ORILLIA,ON,L3V 0Y7,CAN,705-325-3473,AR323891@pal.ca,.,THERMON CANADA INC,Admin323891@pal.ca,1000,1000
324041,6,DEFAULT,CAMBRIAN EQUIP SALES EX,494 PANET RD,,,WINNIPEG,MB,R2C 3B9,CAN,204-667-2867,AR324041@pal.ca,.,CAMBRIAN EQUIP SALES EX,Admin324041@pal.ca,0,0
324070,6,DEFAULT,ACCU-FAB CUSTOM METAL WORKS,9650 136 AVE,,,GRANDE PRAIRIE,AB,T8X 0K4,CAN,780-882-7622,AR324070@pal.ca,.,ACCU-FAB CUSTOM METAL WORKS,Admin324070@pal.ca,0,0
324071,5,DEFAULT,BOYCHUK DESIGN BUILD LTD,7171 107 AVE SE,,,CALGARY,AB,T2C 5N6,CAN,403-236-1940,AR324071@pal.ca,.,BOYCHUK DESIGN BUILD LTD,Admin324071@pal.ca,5000,5000
324072,5,DEFAULT,CAMPBELL RIVER HYDRAULICS LTD,2925 APPLE DR,,,CAMPBELL RIVER,BC,V9W 7X7,CAN,250-203-7213,AR324072@pal.ca,.,CAMPBELL RIVER HYDRAULICS LTD,Admin324072@pal.ca,2500,2500
324073,6,DEFAULT,ENERTECH ENERGY & RENTALS INC,1 7935 EDGAR INDUSTRIAL DR,,,RED DEER,AB,T2P 3R2,CAN,403-348-8400,AR324073@pal.ca,.,ENERTECH ENERGY & RENTALS INC,Admin324073@pal.ca,0,0
324074,5,DEFAULT,IHE OPERATOR SCHOOL INC BC,2 10058 HWY 97 N,SCHOOL LTD,,WINFIELD,BC,V4V 1P8,CAN,250-766-3853,AR324074@pal.ca,.,IHE OPERATOR SCHOOL INC BC,Admin324074@pal.ca,2000,2000
324075,6,DEFAULT,INNOVATOR IND SERVICES*CLOSED*,9207 34A AVE,,,EDMONTON,AB,T6E 5T6,CAN,780-999-9999,AR324075@pal.ca,.,INNOVATOR IND SERVICES*CLOSED*,Admin324075@pal.ca,0,0
324076,A,DEFAULT,JKM CUSTOM FABRICATING INC,280 SHELDON DR,,,CAMBRIDGE,ON,N1T 1A8,CAN,519-623-6850,AR324076@pal.ca,.,JKM CUSTOM FABRICATING INC,Admin324076@pal.ca,2000,2000
324078,6,DEFAULT,PENN-AIR & HYDRAULICS*CLOSED*,PO BOX 132,,,YORK,PA,17405,USA,717-840-8100,AR324078@pal.ca,.,PENN-AIR & HYDRAULICS*CLOSED*,Admin324078@pal.ca,0,0
324079,6,DEFAULT,QUALITY PARTS***CLOSED***,7239 DUNCAN ST,,,POWELL RIVER,BC,V8A 5M6,CAN,604-485-2387,AR324079@pal.ca,.,QUALITY PARTS***CLOSED***,Admin324079@pal.ca,0,0
324141,5,DEFAULT,C P B EQUIPMENT LTD.,33 TERRACON PL,,,WINNIPEG,MB,R2J 4B3,CAN,204-233-8033,AR324141@pal.ca,.,C P B EQUIPMENT LTD.,Admin324141@pal.ca,5000,5000
324201,6,DEFAULT,CAMDON CONSTRUCTION LTD,6780 76 ST,,,RED DEER,AB,T4P 4G6,CAN,403-343-1233,AR324201@pal.ca,.,CAMDON CONSTRUCTION LTD,Admin324201@pal.ca,0,0
324231,5,DEFAULT,PRIMARIS MANAGEMENT INC,KILDONAN PLACE,1555 REGENT AVE W,,WINNIPEG,MB,R2C 4J2,CAN,204-661-6116,AR324231@pal.ca,.,PRIMARIS MANAGEMENT INC,Admin324231@pal.ca,1500,1500
324279,6,DEFAULT,BRITMAN,655 FINLEY AVE,,,AJAX,ON,L1S 3V3,CAN,905-619-1477,AR324279@pal.ca,.,BRITMAN,Admin324279@pal.ca,0,0
324280,5,DEFAULT,HINO CENTRAL,10931 184 ST,,,EDMONTON,AB,T5A 0A6,CAN,780-474-4667,AR324280@pal.ca,.,HINO CENTRAL,Admin324280@pal.ca,2000,2000
324281,A,DEFAULT,CAMERON FARMS,PO BOX 270,,,TURIN,AB,T0K 2H0,CAN,403-223-8366,AR324281@pal.ca,.,CAMERON FARMS,Admin324281@pal.ca,3000,3000
324282,3,DEFAULT,LHEIDLI T'ENNEH BAND,1041 WHENUN RD,,,PRINCE GEORGE,BC,V2K 5X8,CAN,250-963-8451,AR324282@pal.ca,.,LHEIDLI T'ENNEH BAND,Admin324282@pal.ca,2000,2000
324283,A,DEFAULT,RAYMOND MURPHY TRUCKING LTD,374 PEARSONVILLE RD,,,PEARSONVILLE,NB,E5P 1S3,CAN,506-433-4408,AR324283@pal.ca,.,RAYMOND MURPHY TRUCKING LTD,Admin324283@pal.ca,1500,1500
324284,9,DEFAULT,SANDS BULK SALES LTD EX,1059 EASTERN ST,,,PRINCE GEORGE,BC,V2N 5R8,CAN,250-563-2855,AR324284@pal.ca,.,SANDS BULK SALES LTD EX,Admin324284@pal.ca,0,0
324285,6,DEFAULT,TECHINT CONST**ACCT CLOSED**,400 530 8 AVE SW,,,CALGARY,AB,T2P 3S8,CAN,403-767-0274,AR324285@pal.ca,.,TECHINT CONST**ACCT CLOSED**,Admin324285@pal.ca,0,0
324286,A,DEFAULT,THERMO-KINETICS CO LTD,6740 INVADER CRES,,,MISSISSAUGA,ON,L5T 2B6,CAN,905-670-2266,AR324286@pal.ca,.,THERMO-KINETICS CO LTD,Admin324286@pal.ca,2000,2000
324381,A,DEFAULT,CAMBRIDGE RIGGING CENTRAL LTD,60 WANLESS COURT RR #1,,,AYR,ON,N0B 1E0,CAN,519-623-4000,AR324381@pal.ca,.,CAMBRIDGE RIGGING CENTRAL LTD,Admin324381@pal.ca,1500,1500
324411,9,DEFAULT,CAMPION MARINE LP,200 CAMPION ROAD,,,KELOWNA,BC,V1X 7S8,CAN,250-765-7795,AR324411@pal.ca,.,CAMPION MARINE LP,Admin324411@pal.ca,0,0
324431,9,DEFAULT,GRASSLAND***ACCT CLOSED***,PO BOX 399,,,HARTNEY,MB,R0M 0X0,CAN,204-858-2590,AR324431@pal.ca,.,GRASSLAND***ACCT CLOSED***,Admin324431@pal.ca,0,0
324471,6,DEFAULT,GROUSE CREEK RANCHES,5583 LINE 17 RD,,,CELISTA,BC,V0E 1M6,CAN,250-955-0390,AR324471@pal.ca,.,GROUSE CREEK RANCHES,Admin324471@pal.ca,0,0
324541,6,DEFAULT,CAMTECH PRODUCTS INC,1624 CONCESSION RD,,,CAMBRIDGE,ON,N3H 4L9,CAN,519-653-8848,AR324541@pal.ca,.,CAMTECH PRODUCTS INC,Admin324541@pal.ca,0,0
324672,6,DEFAULT,WOLF PROD**ACCT CLOSED**,"""THE GREY""",3500 CORNETT RD BLDG K,,VANCOUVER,BC,V5M 2H5,CAN,604-453-4840,AR324672@pal.ca,.,WOLF PROD**ACCT CLOSED**,Admin324672@pal.ca,0,0
324673,6,DEFAULT,ECCO PAVE INC**ACCT CLOSED**,203-4216-10 STREET NE,,,CALGARY,AB,T2E 6K3,CAN,403-000-0000,AR324673@pal.ca,.,ECCO PAVE INC**ACCT CLOSED**,Admin324673@pal.ca,0,0
324741,A,DEFAULT,CANADA'S WONDERLAND COMPANY,PO BOX 624 9580 JANE ST,,,VAUGHAN,ON,L6A 1S6,CAN,905-832-7000,AR324741@pal.ca,.,CANADA'S WONDERLAND COMPANY,Admin324741@pal.ca,5000,5000
324928,5,DEFAULT,SCHINDLER ELEVATOR-OTTAWA,3030B CONROY RD,SUITE 102,,OTTAWA,ON,K1G 6C2,CAN,613-727-1289,AR324928@pal.ca,.,SCHINDLER ELEVATOR-OTTAWA,Admin324928@pal.ca,1000,1000
324931,6,DEFAULT,CANADA CARTAGE SYSTEM LTD,1115 CARDIFF BLVD,,,MISSISSAUGA,ON,L5S 1L8,CAN,905-564-2115,AR324931@pal.ca,.,CANADA CARTAGE SYSTEM LTD,Admin324931@pal.ca,0,0
325167,6,DEFAULT,HARBISONWALKER INT'L CORP,2689 INDUSTRIAL PARK RD,PO BOX 160,,SMITHVILLE,ON,L0R 2A0,CAN,905-957-3311,AR325167@pal.ca,.,HARBISONWALKER INT'L CORP,Admin325167@pal.ca,0,0
